model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 RAV4,2017,15950,Manual,28863,Diesel,125,60.1,2.0
 RAV4,2017,19450,Automatic,15182,Petrol,145,43.5,2.0
 RAV4,2013,12950,Manual,52574,Diesel,160,49.6,2.2
 RAV4,2008,2595,Manual,98000,Diesel,240,42.8,2.2
 RAV4,2017,22450,Automatic,28952,Hybrid,20,55.4,2.5
 RAV4,2016,14299,Automatic,81051,Hybrid,20,57.6,2.5
 RAV4,2017,15793,Manual,25447,Diesel,125,60.1,2.0
 RAV4,2016,12990,Manual,61996,Diesel,125,60.1,2.0
 RAV4,2012,8995,Manual,49255,Diesel,200,47.1,2.2
 RAV4,2013,12495,Automatic,39555,Diesel,265,42.2,2.2
 RAV4,2017,12990,Manual,61680,Diesel,125,60.1,2.0
 RAV4,2019,32993,Automatic,6102,Hybrid,135,49.6,2.5
 RAV4,2012,7095,Manual,82000,Diesel,200,47.1,2.2
 RAV4,2015,13495,Automatic,58974,Diesel,265,42.2,2.2
 RAV4,2015,11750,Manual,55235,Diesel,160,49.6,2.0
 RAV4,2013,9495,Manual,55389,Diesel,125,57.6,2.0
 RAV4,2006,4495,Manual,68000,Diesel,260,40.4,2.2
 RAV4,2013,11995,Manual,35921,Diesel,165,49.6,2.2
 RAV4,2011,7975,Automatic,57620,Diesel,300,39.8,2.2
 RAV4,2008,5195,Automatic,61000,Petrol,330,31.4,2.0
 RAV4,2015,11500,Manual,64928,Diesel,145,53.0,2.0
 RAV4,2005,2394,Manual,113000,Petrol,325,32.1,2.0
 RAV4,2016,18795,Automatic,57000,Hybrid,20,55.4,2.5
 RAV4,2019,28795,Automatic,8639,Hybrid,140,51.1,2.5
 RAV4,2012,6980,Manual,74510,Diesel,205,47.1,2.2
 RAV4,2017,14400,Manual,39839,Diesel,125,60.1,2.0
 RAV4,2017,18000,Automatic,26972,Other,205,43.5,2.0
 RAV4,2017,20000,Automatic,4909,Other,200,43.5,2.0
 RAV4,2013,11000,Manual,63251,Diesel,165,49.6,2.2
 RAV4,2016,21500,Automatic,15297,Hybrid,20,57.6,2.5
 RAV4,2017,19200,Automatic,25362,Petrol,200,43.5,2.0
 RAV4,2016,16249,Automatic,27427,Other,200,43.5,2.0
 RAV4,2017,22995,Automatic,1454,Hybrid,140,57.6,2.5
 RAV4,2016,22990,Automatic,25632,Hybrid,20,55.4,2.5
 RAV4,2002,1600,Manual,140000,Petrol,325,32.1,2.0
 RAV4,2017,22495,Automatic,20431,Hybrid,20,57.6,2.5
 RAV4,2017,22995,Automatic,28076,Hybrid,20,55.4,2.5
 RAV4,2016,21990,Automatic,33390,Hybrid,20,55.4,2.5
 RAV4,2016,17990,Automatic,72865,Hybrid,20,55.4,2.5
 RAV4,2019,36990,Automatic,7000,Hybrid,135,49.6,2.5
 RAV4,2019,32990,Automatic,5944,Hybrid,135,49.6,2.5
 RAV4,2017,19990,Automatic,39392,Hybrid,135,57.6,2.5
 RAV4,2016,18990,Automatic,24508,Petrol,200,43.5,2.0
 RAV4,2008,4480,Automatic,116000,Petrol,330,31.4,2.0
 RAV4,2015,14490,Manual,22073,Diesel,160,49.6,2.2
 RAV4,2016,19400,Automatic,15632,Hybrid,20,57.6,2.5
 RAV4,2017,17500,Automatic,26666,Hybrid,135,57.6,2.5
 RAV4,2017,18500,Automatic,31620,Hybrid,135,57.6,2.5
 RAV4,2019,30480,Automatic,7116,Hybrid,140,49.6,2.5
 RAV4,2017,16900,Automatic,50732,Hybrid,20,57.6,2.5
 RAV4,2017,22900,Automatic,14873,Hybrid,20,57.6,2.5
 RAV4,2016,20998,Automatic,31253,Hybrid,20,57.6,2.5
 RAV4,2019,30000,Automatic,8406,Hybrid,140,49.6,2.5
 RAV4,2017,19999,Automatic,12502,Petrol,20,57.6,2.5
 RAV4,2020,34995,Automatic,8500,Hybrid,135,49.6,2.5
 RAV4,2016,19995,Automatic,12442,Petrol,200,43.5,2.0
 RAV4,2003,3995,Manual,65456,Petrol,235,38.2,1.8
 RAV4,2004,5495,Automatic,45229,Petrol,330,30.4,2.0
 RAV4,2017,19990,Automatic,23000,Hybrid,20,57.6,2.5
 RAV4,2019,30495,Automatic,10654,Hybrid,140,49.6,2.5
 RAV4,2019,30495,Automatic,7984,Hybrid,140,49.6,2.5
 RAV4,2017,22690,Automatic,16226,Hybrid,20,57.6,2.5
 RAV4,2016,20960,Automatic,20626,Hybrid,20,57.6,2.5
 RAV4,2016,18200,Automatic,55199,Hybrid,20,57.6,2.5
 RAV4,2017,14995,Manual,20125,Diesel,125,60.1,2.0
 RAV4,2014,10995,Manual,77000,Diesel,160,49.6,2.2
 RAV4,2016,20995,Automatic,22105,Hybrid,20,57.6,2.5
 RAV4,2016,19495,Automatic,6574,Other,200,43.5,2.0
 RAV4,2017,19695,Automatic,22591,Petrol,205,43.5,2.0
 RAV4,2017,18995,Automatic,28970,Hybrid,140,57.6,2.5
 RAV4,2012,10490,Automatic,52000,Diesel,300,39.2,2.2
 Yaris,2019,14000,Automatic,6821,Petrol,150,47.9,1.5
 Yaris,2018,10750,Manual,14000,Petrol,145,58.9,1.5
 Yaris,2016,11500,Automatic,31911,Hybrid,0,78.0,1.5
 Yaris,2014,8500,Automatic,72053,Hybrid,0,76.3,1.5
 Yaris,2017,8750,Manual,32594,Petrol,150,58.9,1.5
 Yaris,2019,15000,Automatic,1401,Hybrid,140,76.3,1.5
 Yaris,2020,14750,Manual,574,Petrol,150,47.9,1.5
 Yaris,2016,12500,Automatic,23150,Hybrid,0,78.0,1.5
 Yaris,2018,12250,Manual,6821,Petrol,145,56.5,1.5
 Yaris,2019,11750,Manual,2408,Petrol,145,47.9,1.5
 Yaris,2018,12000,Manual,14550,Petrol,145,56.5,1.5
 Yaris,2019,13500,Manual,2157,Petrol,145,47.9,1.5
 Yaris,2019,11298,Manual,9785,Petrol,145,47.9,1.5
 Yaris,2018,10498,Manual,23354,Petrol,145,56.5,1.5
 Yaris,2019,11995,Manual,5571,Petrol,145,47.9,1.5
 Yaris,2014,4850,Manual,61170,Petrol,30,58.9,1.0
 Yaris,2016,12695,Automatic,15945,Hybrid,0,78.0,1.5
 Yaris,2014,10495,Automatic,29452,Hybrid,0,78.0,1.5
 Yaris,2017,8998,Manual,22210,Petrol,30,58.0,1.3
 Yaris,2016,8298,Manual,26633,Petrol,30,58.0,1.3
 Yaris,2013,5998,Manual,29257,Petrol,125,52.3,1.3
 Yaris,2017,8998,Manual,32009,Petrol,145,65.7,1.0
 Yaris,2017,8998,Manual,22420,Petrol,145,58.9,1.5
 Yaris,2018,10298,Manual,15588,Petrol,145,58.9,1.5
 Yaris,2018,8998,Manual,17120,Petrol,145,58.9,1.5
 Yaris,2016,8998,Manual,9342,Petrol,30,58.0,1.3
 Yaris,2017,9498,Manual,23277,Petrol,30,55.0,1.3
 Yaris,2017,8298,Manual,23317,Petrol,30,58.0,1.3
 Yaris,2017,10298,Manual,12090,Petrol,145,58.9,1.5
 Yaris,2017,9698,Manual,11016,Petrol,30,55.0,1.3
 Yaris,2015,7498,Manual,40683,Petrol,30,55.0,1.3
 Yaris,2013,5298,Manual,33072,Petrol,30,58.9,1.0
 Yaris,2019,13698,Automatic,8388,Hybrid,140,76.3,1.5
 Yaris,2016,8995,Manual,17876,Petrol,30,55.0,1.3
 Yaris,2015,6798,Manual,37425,Petrol,30,58.0,1.3
 Yaris,2015,9998,Automatic,49026,Hybrid,0,78.0,1.5
 Yaris,2018,10298,Manual,10525,Petrol,145,58.9,1.5
 Yaris,2017,8498,Manual,16527,Petrol,30,58.0,1.3
 Yaris,2018,14495,Automatic,7562,Hybrid,135,76.3,1.5
 Yaris,2019,16310,Automatic,1816,Hybrid,135,76.3,1.5
 Yaris,2016,10572,Automatic,35588,Hybrid,0,86.0,1.5
 Yaris,2018,9212,Manual,42000,Petrol,145,58.9,1.5
 Yaris,2020,12995,Manual,976,Petrol,145,47.9,1.5
 Yaris,2014,8995,Semi-Auto,36555,Petrol,30,55.4,1.3
 Yaris,2016,7995,Manual,24790,Petrol,0,66.0,1.0
 Yaris,2017,9995,Manual,25724,Petrol,30,55.0,1.3
 Yaris,2015,10895,Automatic,34012,Hybrid,0,78.0,1.5
 Yaris,2015,8995,Manual,18980,Petrol,30,55.0,1.3
 Yaris,2017,8995,Manual,15500,Petrol,30,58.0,1.3
 Yaris,2019,11747,Manual,14026,Petrol,145,47.9,1.5
 Yaris,2015,10498,Automatic,29311,Hybrid,0,78.0,1.5
 Yaris,2018,9998,Manual,26413,Petrol,145,58.9,1.5
 Yaris,2014,8498,Automatic,57677,Hybrid,0,80.7,1.5
 Yaris,2013,10498,Automatic,9425,Hybrid,0,80.7,1.5
 Yaris,2016,11495,Automatic,9500,Hybrid,0,86.0,1.5
 Yaris,2017,10495,Manual,10360,Petrol,30,55.0,1.3
 Yaris,2018,9798,Manual,11935,Petrol,145,58.9,1.5
 Yaris,2015,6995,Manual,33000,Petrol,0,66.0,1.0
 Yaris,2016,8590,Manual,13082,Petrol,30,58.0,1.3
 Yaris,2016,7498,Manual,30856,Petrol,30,58.0,1.3
 Yaris,2014,9998,Automatic,23073,Hybrid,0,76.3,1.5
 Yaris,2019,11995,Manual,8050,Petrol,145,47.9,1.5
 Yaris,2016,9298,Manual,27924,Petrol,30,55.0,1.3
 Yaris,2019,8495,Manual,14778,Petrol,145,56.5,1.5
 Yaris,2014,9795,Automatic,29759,Hybrid,0,80.7,1.5
 Yaris,2018,11895,Manual,12500,Petrol,145,56.5,1.5
 Yaris,2017,9995,Manual,10360,Petrol,145,58.9,1.5
 Yaris,2019,14495,Automatic,15100,Hybrid,135,76.3,1.5
 Yaris,2013,6998,Manual,17121,Petrol,125,51.4,1.3
 Yaris,2015,10998,Automatic,34802,Hybrid,0,78.0,1.5
 Yaris,2014,6995,Manual,67441,Petrol,125,52.3,1.3
 Yaris,2017,8498,Manual,23995,Petrol,30,58.0,1.3
 Yaris,2017,12498,Automatic,11485,Hybrid,0,86.0,1.5
 Yaris,2017,10295,Manual,15700,Petrol,145,58.9,1.5
 Yaris,2016,8998,Manual,13347,Petrol,30,58.0,1.3
 Yaris,2014,8998,Automatic,56307,Hybrid,0,76.3,1.5
 Yaris,2016,7998,Manual,20833,Petrol,30,58.0,1.3
 Yaris,2017,9498,Manual,31512,Petrol,145,55.0,1.3
 Yaris,2018,10695,Manual,11323,Petrol,145,58.9,1.5
 Yaris,2018,9998,Manual,19701,Petrol,145,47.1,1.5
 Yaris,2014,6498,Manual,20718,Petrol,125,52.3,1.3
 Yaris,2017,8298,Manual,29855,Petrol,30,58.0,1.3
 Yaris,2016,8698,Manual,8484,Petrol,0,66.0,1.0
 Yaris,2015,6195,Manual,44277,Petrol,30,58.0,1.3
 Yaris,2014,9998,Automatic,23998,Hybrid,0,76.3,1.5
 Yaris,2014,6498,Manual,34866,Petrol,125,51.4,1.3
 Yaris,2016,9498,Manual,20779,Petrol,30,55.0,1.3
 Yaris,2019,13498,Manual,1373,Petrol,145,47.9,1.5
 Yaris,2014,5998,Manual,50425,Petrol,30,58.0,1.3
 Yaris,2017,7998,Manual,35655,Petrol,30,58.0,1.3
 Yaris,2016,7998,Manual,37119,Petrol,30,58.0,1.3
 Yaris,2016,7998,Manual,25000,Petrol,30,58.0,1.3
 Yaris,2016,7298,Manual,8246,Petrol,0,66.0,1.0
 Yaris,2013,5498,Manual,43602,Petrol,125,52.3,1.3
 Yaris,2017,8698,Manual,27980,Petrol,30,58.0,1.3
 Yaris,2016,11498,Automatic,23191,Hybrid,0,86.0,1.5
 Yaris,2016,8698,Automatic,39513,Petrol,30,55.0,1.3
 Yaris,2018,10998,Manual,24584,Petrol,145,56.5,1.5
 Yaris,2016,7698,Manual,35987,Petrol,30,58.0,1.3
 Yaris,2017,8498,Manual,27154,Petrol,30,58.0,1.3
 Yaris,2016,7498,Manual,30712,Petrol,30,58.0,1.3
 Yaris,2016,8698,Manual,24709,Petrol,30,58.0,1.3
 Yaris,2016,7998,Manual,30159,Petrol,30,58.0,1.3
 Yaris,2013,5698,Manual,36253,Petrol,30,58.9,1.0
 Yaris,2017,9230,Manual,4312,Petrol,30,58.0,1.3
 Yaris,2013,4998,Manual,65545,Petrol,30,58.9,1.0
 Yaris,2017,9998,Manual,13498,Petrol,30,55.0,1.3
 Yaris,2016,8998,Manual,17221,Petrol,30,55.0,1.3
 Yaris,2016,7998,Manual,30233,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,22500,Petrol,145,55.0,1.3
 Yaris,2017,10998,Manual,9844,Petrol,30,55.0,1.3
 Yaris,2017,9998,Manual,19285,Petrol,145,56.5,1.5
 Yaris,2017,9998,Manual,15208,Petrol,145,56.5,1.5
 Yaris,2017,9498,Manual,20624,Petrol,145,58.9,1.5
 Yaris,2014,6998,Manual,24900,Petrol,125,51.4,1.3
 Yaris,2015,6998,Manual,35700,Petrol,30,58.0,1.3
 Yaris,2016,7298,Manual,17001,Petrol,0,66.0,1.0
 Yaris,2016,12998,Automatic,10398,Hybrid,0,78.0,1.5
 Yaris,2017,9998,Manual,30241,Petrol,145,56.5,1.5
 Yaris,2017,9698,Manual,30996,Petrol,145,56.5,1.5
 Yaris,2017,12698,Automatic,32245,Hybrid,135,67.3,1.5
 Yaris,2017,9998,Manual,18837,Petrol,150,58.9,1.5
 Yaris,2019,12898,Manual,3120,Petrol,150,47.9,1.5
 Yaris,2015,8998,Automatic,16821,Petrol,30,58.0,1.3
 Yaris,2016,6998,Manual,22169,Petrol,0,66.0,1.0
 Yaris,2016,7298,Manual,34586,Petrol,30,58.0,1.3
 Yaris,2016,8998,Manual,16197,Petrol,30,58.0,1.3
 Yaris,2016,8998,Manual,16471,Petrol,30,58.0,1.3
 Yaris,2015,7298,Manual,32601,Petrol,30,55.0,1.3
 Yaris,2017,9498,Manual,10696,Petrol,30,58.0,1.3
 Yaris,2016,8698,Manual,18993,Petrol,30,58.0,1.3
 Yaris,2017,12498,Automatic,20644,Hybrid,0,78.0,1.5
 Yaris,2017,10495,Automatic,24311,Petrol,30,58.0,1.3
 Yaris,2016,9498,Manual,6849,Petrol,30,55.0,1.3
 Yaris,2017,11998,Automatic,42788,Hybrid,0,78.0,1.5
 Yaris,2017,9698,Manual,7601,Petrol,30,55.0,1.3
 Yaris,2017,10298,Manual,14020,Petrol,145,58.9,1.5
 Yaris,2017,8998,Manual,19404,Petrol,145,58.9,1.5
 Yaris,2015,11498,Automatic,15281,Hybrid,0,78.0,1.5
 Yaris,2017,9498,Manual,24306,Petrol,145,58.9,1.5
 Yaris,2014,6350,Manual,38996,Petrol,125,52.3,1.3
 Yaris,2015,7291,Manual,19450,Petrol,0,66.0,1.0
 Yaris,2013,5698,Manual,51358,Petrol,125,51.4,1.3
 Yaris,2018,9990,Manual,36526,Petrol,150,58.9,1.5
 Yaris,2015,6443,Manual,40039,Petrol,30,58.0,1.3
 Yaris,2015,6641,Manual,40070,Petrol,30,58.0,1.3
 Yaris,2017,8998,Manual,3601,Petrol,30,58.0,1.3
 Yaris,2013,6998,Semi-Auto,37825,Petrol,30,55.4,1.3
 Yaris,2017,13498,Automatic,7469,Hybrid,135,76.3,1.5
 Yaris,2016,13590,Automatic,10320,Hybrid,0,78.0,1.5
 Yaris,2018,10440,Manual,24155,Petrol,145,58.9,1.5
 Yaris,2017,9440,Manual,28502,Petrol,145,58.9,1.5
 Yaris,2017,9440,Manual,20115,Petrol,145,58.9,1.5
 Yaris,2016,10998,Automatic,17669,Petrol,30,55.0,1.3
 Yaris,2017,8498,Manual,18624,Petrol,30,58.0,1.3
 Yaris,2018,10990,Manual,15958,Petrol,150,58.9,1.5
 Yaris,2018,12690,Automatic,8965,Petrol,150,60.1,1.5
 Yaris,2019,13495,Manual,200,Petrol,145,47.9,1.5
 Yaris,2019,17990,Automatic,3471,Hybrid,135,76.3,1.5
 Yaris,2018,10998,Manual,8227,Petrol,145,47.1,1.5
 Yaris,2017,9998,Manual,5019,Petrol,145,65.7,1.0
 Yaris,2016,7998,Manual,25509,Petrol,30,58.0,1.3
 Yaris,2019,13498,Manual,2224,Petrol,145,47.9,1.5
 Yaris,2017,8898,Manual,16045,Petrol,30,58.0,1.3
 Yaris,2016,8298,Manual,26856,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,10346,Petrol,145,56.5,1.5
 Yaris,2013,8880,Automatic,33618,Hybrid,0,80.7,1.5
 Yaris,2018,11290,Manual,15699,Petrol,145,47.1,1.5
 Yaris,2018,12990,Automatic,16463,Hybrid,135,76.3,1.5
 Yaris,2018,14440,Automatic,13146,Hybrid,135,67.3,1.5
 Yaris,2017,10298,Manual,12743,Petrol,150,58.9,1.5
 Yaris,2018,9895,Manual,21403,Petrol,145,58.9,1.5
 Yaris,2016,8498,Manual,20249,Petrol,30,58.0,1.3
 Yaris,2017,10998,Manual,7350,Petrol,150,56.5,1.5
 Yaris,2017,10298,Manual,22350,Petrol,150,56.5,1.5
 Yaris,2015,10498,Automatic,41321,Hybrid,0,78.0,1.5
 Yaris,2019,11995,Manual,11424,Petrol,145,47.9,1.5
 Yaris,2017,11995,Automatic,20050,Hybrid,0,86.0,1.5
 Yaris,2017,8995,Manual,30419,Petrol,30,58.0,1.3
 Yaris,2013,6920,Semi-Auto,51642,Petrol,125,53.3,1.3
 Yaris,2017,9420,Manual,7788,Petrol,30,58.0,1.3
 Yaris,2018,12990,Automatic,8125,Petrol,145,47.1,1.5
 Yaris,2016,7998,Manual,22500,Petrol,30,58.0,1.3
 Yaris,2017,8298,Manual,13120,Petrol,30,58.0,1.3
 Yaris,2018,10498,Manual,13859,Petrol,150,58.9,1.5
 Yaris,2015,6698,Manual,29015,Petrol,0,66.0,1.0
 Yaris,2016,10495,Automatic,45211,Hybrid,0,86.0,1.5
 Yaris,2016,11990,Automatic,27602,Hybrid,0,86.0,1.5
 Yaris,2017,9698,Manual,24260,Petrol,145,58.9,1.5
 Yaris,2014,5998,Manual,49374,Petrol,125,52.3,1.3
 Yaris,2016,11698,Automatic,35098,Hybrid,0,78.0,1.5
 Yaris,2017,10498,Manual,9857,Petrol,30,55.0,1.3
 Yaris,2016,9498,Automatic,37871,Hybrid,0,86.0,1.5
 Yaris,2016,7495,Manual,52000,Diesel,0,80.7,1.4
 Yaris,2019,16995,Automatic,7320,Hybrid,135,67.3,1.5
 Yaris,2018,12990,Automatic,26566,Hybrid,135,76.3,1.5
 Yaris,2018,13780,Automatic,20675,Hybrid,135,76.3,1.5
 Yaris,2017,13070,Automatic,14200,Hybrid,0,86.0,1.5
 Yaris,2017,8695,Manual,28204,Petrol,145,58.9,1.5
 Yaris,2016,9498,Automatic,23173,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,28548,Petrol,30,55.0,1.3
 Yaris,2016,12070,Automatic,21805,Hybrid,0,78.0,1.5
 Yaris,2017,12995,Automatic,20050,Hybrid,0,86.0,1.5
 Yaris,2017,11990,Automatic,13196,Petrol,150,60.1,1.5
 Yaris,2016,8570,Manual,29466,Petrol,30,55.0,1.3
 Yaris,2018,9990,Manual,8011,Petrol,150,58.9,1.5
 Yaris,2014,4995,Manual,53854,Petrol,125,52.3,1.3
 Yaris,2016,6495,Manual,25345,Petrol,0,66.0,1.0
 Yaris,2016,13870,Automatic,15821,Hybrid,0,78.0,1.5
 Yaris,2019,11998,Manual,1404,Petrol,150,47.9,1.5
 Yaris,2016,8070,Manual,32685,Petrol,0,66.0,1.0
 Yaris,2014,10460,Automatic,29847,Hybrid,0,78.0,1.5
 Yaris,2019,12570,Manual,8579,Petrol,145,47.9,1.5
 Yaris,2017,12570,Automatic,26758,Hybrid,140,76.3,1.5
 Yaris,2018,10790,Manual,16424,Petrol,145,58.9,1.5
 Yaris,2019,11490,Manual,8793,Petrol,150,47.9,1.5
 Yaris,2018,10670,Manual,16795,Petrol,145,58.9,1.5
 Yaris,2017,10998,Manual,9386,Petrol,145,56.5,1.5
 Yaris,2017,9298,Manual,35121,Petrol,30,55.0,1.3
 Yaris,2013,5998,Manual,43364,Petrol,125,51.4,1.3
 Yaris,2017,10498,Manual,18693,Petrol,145,56.5,1.5
 Yaris,2018,10498,Manual,12985,Petrol,145,58.9,1.5
 Yaris,2017,10498,Manual,5760,Petrol,145,58.9,1.5
 Yaris,2017,9998,Automatic,31728,Petrol,30,58.0,1.3
 Yaris,2017,8998,Manual,23533,Petrol,30,58.0,1.3
 Yaris,2017,8998,Manual,21198,Petrol,30,58.0,1.3
 Yaris,2017,12595,Automatic,15107,Hybrid,140,76.3,1.5
 Yaris,2016,13570,Automatic,18629,Hybrid,0,78.0,1.5
 Yaris,2018,12990,Automatic,13904,Hybrid,140,76.3,1.5
 Yaris,2018,10495,Manual,22268,Petrol,150,58.9,1.5
 Yaris,2013,4998,Manual,56996,Petrol,30,58.9,1.0
 Yaris,2017,9495,Manual,9626,Petrol,150,58.9,1.5
 Yaris,2017,12495,Automatic,22269,Hybrid,140,76.3,1.5
 Yaris,2016,9798,Manual,17873,Petrol,30,55.0,1.3
 Yaris,2019,11990,Manual,7069,Petrol,145,47.9,1.5
 Yaris,2017,10570,Manual,8963,Petrol,30,55.0,1.3
 Yaris,2017,13070,Automatic,15871,Hybrid,0,86.0,1.5
 Yaris,2018,10990,Manual,20789,Petrol,145,56.5,1.5
 Yaris,2015,10360,Automatic,8370,Petrol,30,55.0,1.3
 Yaris,2019,12695,Manual,3745,Petrol,145,47.9,1.5
 Yaris,2017,12995,Automatic,12327,Hybrid,135,76.3,1.5
 Yaris,2015,11698,Automatic,21076,Hybrid,0,78.0,1.5
 Yaris,2019,11870,Manual,8324,Petrol,145,47.9,1.5
 Yaris,2016,8510,Manual,26889,Petrol,30,55.0,1.3
 Yaris,2017,11498,Automatic,19495,Petrol,145,60.1,1.5
 Yaris,2018,10998,Manual,9053,Petrol,150,58.9,1.5
 Yaris,2018,9498,Manual,27098,Petrol,150,58.9,1.5
 Yaris,2015,7298,Manual,32358,Petrol,30,55.0,1.3
 Yaris,2017,9495,Manual,12971,Petrol,145,66.0,1.0
 Yaris,2019,11875,Manual,8204,Petrol,145,47.9,1.5
 Yaris,2017,11495,Automatic,30613,Hybrid,0,86.0,1.5
 Yaris,2018,10995,Manual,10601,Petrol,145,58.9,1.5
 Yaris,2015,10495,Automatic,37774,Hybrid,0,78.0,1.5
 Yaris,2017,8498,Manual,26710,Petrol,30,58.0,1.3
 Yaris,2015,6998,Manual,45357,Petrol,30,55.0,1.3
 Yaris,2013,8698,Automatic,39963,Hybrid,0,76.3,1.5
 Yaris,2017,8498,Manual,24868,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,21255,Petrol,145,56.5,1.5
 Yaris,2015,9998,Automatic,29377,Hybrid,0,78.0,1.5
 Yaris,2017,8998,Manual,20471,Petrol,30,58.0,1.3
 Yaris,2017,9495,Manual,35101,Petrol,30,55.0,1.3
 Yaris,2017,8298,Manual,29970,Petrol,30,58.0,1.3
 Yaris,2018,11298,Manual,15775,Petrol,145,56.5,1.5
 Yaris,2017,9498,Manual,34185,Petrol,150,56.5,1.5
 Yaris,2017,7698,Manual,43059,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,18572,Petrol,150,58.9,1.5
 Yaris,2017,9498,Manual,44795,Petrol,145,56.5,1.5
 Yaris,2017,10498,Manual,23156,Petrol,145,56.5,1.5
 Yaris,2013,4698,Manual,76920,Petrol,125,58.9,1.3
 Yaris,2013,5698,Manual,57140,Petrol,125,51.4,1.3
 Yaris,2017,8998,Manual,22770,Petrol,30,58.0,1.3
 Yaris,2017,8498,Manual,18901,Petrol,30,58.0,1.3
 Yaris,2018,10698,Manual,14320,Petrol,145,58.9,1.5
 Yaris,2018,10998,Manual,14840,Petrol,145,56.5,1.5
 Yaris,2018,10998,Manual,12367,Petrol,145,56.5,1.5
 Yaris,2018,9698,Manual,12898,Petrol,145,58.9,1.5
 Yaris,2015,6998,Manual,34864,Petrol,0,66.0,1.0
 Yaris,2016,7998,Manual,40400,Petrol,30,55.0,1.3
 Yaris,2013,4498,Manual,81705,Petrol,30,58.9,1.0
 Yaris,2015,10998,Automatic,17140,Hybrid,0,86.0,1.5
 Yaris,2017,10798,Manual,5100,Petrol,150,56.5,1.5
 Yaris,2017,9498,Manual,25130,Petrol,145,58.9,1.5
 Yaris,2017,10995,Automatic,10542,Petrol,145,60.1,1.5
 Yaris,2016,8350,Manual,63965,Petrol,30,55.0,1.3
 Yaris,2017,8995,Manual,19600,Petrol,145,58.9,1.5
 Yaris,2018,10998,Manual,15123,Petrol,145,56.5,1.5
 Yaris,2018,10998,Manual,6280,Petrol,145,58.9,1.5
 Yaris,2018,10698,Manual,7960,Petrol,145,58.9,1.5
 Yaris,2018,10998,Manual,24430,Petrol,145,56.5,1.5
 Yaris,2017,7975,Manual,23257,Petrol,30,58.0,1.3
 Yaris,2017,9998,Manual,17190,Petrol,150,58.9,1.5
 Yaris,2019,12995,Automatic,4320,Petrol,150,47.9,1.5
 Yaris,2016,7498,Manual,15203,Petrol,0,66.0,1.0
 Yaris,2013,4698,Manual,87210,Diesel,20,72.4,1.4
 Yaris,2014,9998,Automatic,18880,Hybrid,0,86.0,1.5
 Yaris,2016,7998,Manual,32610,Petrol,30,58.0,1.3
 Yaris,2016,7998,Manual,48990,Petrol,30,55.0,1.3
 Yaris,2017,10498,Manual,10440,Petrol,145,56.5,1.5
 Yaris,2017,8998,Manual,19680,Petrol,145,58.9,1.5
 Yaris,2018,10310,Manual,10564,Petrol,145,58.9,1.5
 Yaris,2014,5495,Manual,52354,Diesel,0,72.4,1.4
 Yaris,2018,12740,Automatic,11324,Hybrid,135,76.3,1.5
 Yaris,2018,13555,Automatic,15025,Hybrid,135,67.3,1.5
 Yaris,2017,9233,Manual,21134,Petrol,145,58.9,1.5
 Yaris,2018,10998,Automatic,21608,Petrol,145,60.1,1.5
 Yaris,2015,10998,Automatic,7155,Hybrid,0,86.0,1.5
 Yaris,2017,9990,Manual,17530,Petrol,150,56.5,1.5
 Yaris,2017,8998,Manual,21390,Petrol,145,58.9,1.5
 Yaris,2017,10595,Automatic,24410,Hybrid,0,86.0,1.5
 Yaris,2016,6990,Manual,51926,Petrol,30,58.0,1.3
 Yaris,2013,5999,Manual,50000,Petrol,125,51.4,1.3
 Yaris,2019,11310,Manual,5400,Petrol,145,47.9,1.5
 Yaris,2019,11495,Manual,10994,Petrol,150,47.9,1.5
 Yaris,2016,12995,Automatic,13486,Hybrid,0,78.0,1.5
